資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-039-01	金沢文庫本九方便	1	1	一	一	一切	一切			1								e5		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	2	1	切	切	一切	一切			2								e5		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	3	2	恭	恭	恭敬	恭敬			1								e1_		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	4	2	敬	敬	恭敬	恭敬			2								"fr5, 〔別〕ffr1_"		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	5	3	敬	敬	敬禮	敬礼			1								r4		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	6	3	禮	礼	敬禮	敬礼			2								e5		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	7	4	常	常	常住	常住			1								e3		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	8	4	住	住	常住	常住			2								rr4		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	9	5	三	三	三寳	三寳			1			＊上濁					f1_		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	10	5	寳	寳	三寳	三寳			2		上濁	＊上濁					e5		092L2：060		T2713_.84.0831b08
30-039-01	金沢文庫本九方便	11	6	曩	曩	曩莫三滿多	曩莫三満多			1			＊＊＊＊平濁					e1_		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	12	6	莫	莫	曩莫三滿多	曩莫三満多			2			＊＊＊＊平濁					e1_		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	13	6	三	三	曩莫三滿多	曩莫三満多			3			＊＊＊＊平濁					f1_		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	14	6	滿	満	曩莫三滿多	曩莫三満多			4			＊＊＊＊平濁					e5		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	15	6	多	多	曩莫三滿多	曩莫三満多			5		平濁	＊＊＊＊平濁					e5		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	16	7	勃	勃	勃駄南	勃駄南			1		上濁	上濁平濁＊					e1_		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	17	7	駄	駄	勃駄南	勃駄南			2		平濁	上濁平濁＊					f1_		092L3：061	音写字	T2713_.84.0831b09
30-039-01	金沢文庫本九方便	18	8	阿	阿	阿三迷怛哩三迷	阿三迷怛哩三迷			1								e1_		092L3：061	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	19	8	三	三	阿三迷怛哩三迷	阿三迷怛哩三迷			2								f1_		092L3：061	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	20	8	迷	迷	阿三迷怛哩三迷	阿三迷怛哩三迷			3								e5		092L3：061	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	21	8	怛	怛	阿三迷怛哩三迷	阿三迷怛哩三迷			4								e1_		092L3：061	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	22	8	哩	哩	阿三迷怛哩三迷	阿三迷怛哩三迷			5								e1_		092L4：062	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	23	8	三	三	阿三迷怛哩三迷	阿三迷怛哩三迷			6								f1_		092L4：062	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	24	8	迷	迷	阿三迷怛哩三迷	阿三迷怛哩三迷			7								e5		092L4：062	音写字	T2713_.84.0831b10
30-039-01	金沢文庫本九方便	25	9	三	三	三摩曳娑縛賀	三摩曳娑縛賀			1								e5		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	26	9	摩	摩	三摩曳娑縛賀	三摩曳娑縛賀			2								e1_		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	27	9	曳	曳	三摩曳娑縛賀	三摩曳娑縛賀			3								e1_		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	28	9	娑	娑	三摩曳娑縛賀	三摩曳娑縛賀			4								f1_		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	29	9	縛	縛	三摩曳娑縛賀	三摩曳娑縛賀			5								e5		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	30	9	賀	賀	三摩曳娑縛賀	三摩曳娑縛賀			6								e5		092L4：062	音写字	T2713_.84.0831b11
30-039-01	金沢文庫本九方便	31	10	曩	曩	曩莫三_多勃駄_	曩莫三_多勃駄_			1			＊＊＊＊平濁上濁平濁＊					e1_		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	32	10	莫	莫	曩莫三_多勃駄_	曩莫三_多勃駄_			2			＊＊＊＊平濁上濁平濁＊					e1_		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	33	10	三	三	曩莫三_多勃駄_	曩莫三_多勃駄_			3			＊＊＊＊平濁上濁平濁＊					f1_		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	34	10	_	_	曩莫三_多勃駄_	曩莫三_多勃駄_			4			＊＊＊＊平濁上濁平濁＊					e5		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	35	10	多	多	曩莫三_多勃駄_	曩莫三_多勃駄_			5		平濁	＊＊＊＊平濁上濁平濁＊					e5		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	36	10	勃	勃	曩莫三_多勃駄_	曩莫三_多勃駄_			6		上濁	＊＊＊＊平濁上濁平濁＊					e1_		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	37	10	駄	駄	曩莫三_多勃駄_	曩莫三_多勃駄_			7		平濁	＊＊＊＊平濁上濁平濁＊					f1_		092L5：063	音写字	T2713_.84.0831b12
30-039-01	金沢文庫本九方便	38	11	達	達	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			1			＊＊上濁平濁＊＊＊平濁＊＊					r5		092L5：063	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	39	11	摩	摩	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			2			＊＊上濁平濁＊＊＊平濁＊＊					e1_		092L5：063	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	40	11	駄	駄	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			3		上濁	＊＊上濁平濁＊＊＊平濁＊＊					fr1_		092L5：063	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	41	11	睹	睹	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			4		平濁	＊＊上濁平濁＊＊＊平濁＊＊					f1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	42	11	薩	薩	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			5			＊＊上濁平濁＊＊＊平濁＊＊					e1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	43	11	縛	縛	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			6			＊＊上濁平濁＊＊＊平濁＊＊					e1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	44	11	婆	婆	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			7			＊＊上濁平濁＊＊＊平濁＊＊					f1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	45	11	縛	縛	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			8		平濁	＊＊上濁平濁＊＊＊平濁＊＊					e5		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	46	11	句	句	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			9			＊＊上濁平濁＊＊＊平濁＊＊					e1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	47	11	含	含	達摩駄睹薩縛婆縛句含	達摩駄睹薩縛婆縛句含			10			＊＊上濁平濁＊＊＊平濁＊＊					f1_		092L6：064	音写字	T2713_.84.0831c01
30-039-01	金沢文庫本九方便	48	12	歸	帰	歸命	帰命			1			＊去濁					e5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	49	12	命	命	歸命	帰命			2		去濁	＊去濁					r5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	50	13	十	十	十方	十方			1								ff1_		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	51	13	方	方	十方	十方			2								ff5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	52	14	正	正	正等覺	正等覺			1								f5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	53	14	等	等	正等覺	正等覺			2								r'5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	54	14	覺	覺	正等覺	正等覺			3								e5		092L7：065		T2713_.84.0831c02
30-039-01	金沢文庫本九方便	55	15	三	三	三世	三世			1								f5		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	56	15	世	世	三世	三世			2								r'5		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	57	16	一	一	一切	一切			1								e'1_		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	58	16	切	切	一切	一切			2								ffr1_		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	59	17	具	具	具三身	具三身			1								rr5		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	60	17	三	三	具三身	具三身			2								fff1_		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	61	17	身	身	具三身	具三身			3								r4		092L7：065		T2713_.84.0831c03
30-039-01	金沢文庫本九方便	62	18	歸	帰	歸命	帰命			1			＊去濁					e1_		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	63	18	命	命	歸命	帰命			2		去濁	＊去濁					e'1_		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	64	19	一	一	一切	一切			1								"f1_, 〔別〕e'1_"		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	65	19	切	切	一切	一切			2								ffr1_		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	66	20	大	大	大乘法	大乗法			1								r'5		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	67	20	乘	乗	大乘法	大乗法			2								ff1_		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	68	20	法	法	大乘法	大乗法			3								e5		092L8：066		T2713_.84.0831c04
30-039-01	金沢文庫本九方便	69	21	歸	帰	歸命	帰命			1			＊去濁					e5		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	70	21	命	命	歸命	帰命			2		去濁	＊去濁					r'5		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	71	22	不	不	不退	不退			1								ffr1_		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	72	22	退	退	不退	不退			2								ff5		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	73	23	菩	菩	菩提衆	菩提衆			1								ff5		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	74	23	提	提	菩提衆	菩提衆			2								e3		092L8：066		T2713_.84.0831c05
30-039-01	金沢文庫本九方便	75	23	衆	衆	菩提衆	菩提衆			3								"r4, 〔別〕r4"		092L8：066	左節博士に「徴」「羽」	T2713_.84.0831c05
30-039-01	金沢文庫本九方便	76	24	歸	帰	歸命	帰命			1			＊去濁					e1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	77	24	命	命	歸命	帰命			2		去濁	＊去濁					e'1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	78	25	諸	諸	諸明	諸明			1			＊平濁					f1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	79	25	明	明	諸明	諸明			2		平濁	＊平濁					e5		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	80	26	眞	真	眞實言	真實言			1								f1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	81	26	實	實	眞實言	真實言			2								e'1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	82	26	言	言	眞實言	真實言			3								ffr1_		093U1：067		T2713_.84.0831c06
30-039-01	金沢文庫本九方便	83	27	歸	帰	歸命	帰命			1			＊去濁					e5		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	84	27	命	命	歸命	帰命			2		去濁	＊去濁					r'5		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	85	28	一	一	一切	一切			1								e'1_		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	86	28	切	切	一切	一切			2								ffr1_		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	87	29	諸	諸	諸密印	諸密印			1			＊入濁＊					f1_		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	88	29	密	密	諸密印	諸密印			2		入濁	＊入濁＊					e'1_		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	89	29	印	印	諸密印	諸密印			3								ffr1_		093U1：067		T2713_.84.0831c07
30-039-01	金沢文庫本九方便	90	30	以	以	以身	以身			1								rr5		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	91	30	身	身	以身	以身			2								ff1_		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	92	31	口	口	口意	口意			1								e'1_		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	93	31	意	意	口意	口意			2								ffr1_		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	94	32	清	清	清淨業	清浄業			1			＊＊入濁					f1_		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	95	32	淨	浄	清淨業	清浄業			2			＊＊入濁					fr5		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	96	32	業	業	清淨業	清浄業			3		入濁	＊＊入濁					e5		093U2：068		T2713_.84.0831c08
30-039-01	金沢文庫本九方便	97	33	慇	慇	慇懃	慇懃			1			＊平濁					f1_		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	98	33	懃	懃	慇懃	慇懃			2		平濁	＊平濁					ff1_		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	99	34	無	無	無量	無量			1		平濁	平濁＊					r4		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	100	34	量	量	無量	無量			2			平濁＊					e5		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	101	35	恭	恭	恭敬禮	恭敬礼			1								f1_		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	102	35	敬	敬	恭敬禮	恭敬礼			2								fr5		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	103	35	禮	礼	恭敬禮	恭敬礼			3								e5		093U2：068		T2713_.84.0831c09
30-039-01	金沢文庫本九方便	104	36	歸	帰	歸命	帰命			1			＊去濁					e1_		093U3：069		T2713_.84.0831c10
30-039-01	金沢文庫本九方便	105	36	命	命	歸命	帰命			2		去濁	＊去濁					e1_		093U3：069		T2713_.84.0831c10
30-039-01	金沢文庫本九方便	106	37	頂	頂	頂禮	頂礼			1								ffr1_		093U3：069		T2713_.84.0831c10
30-039-01	金沢文庫本九方便	107	37	禮	礼	頂禮	頂礼			2								e5		093U3：069		T2713_.84.0831c10
30-039-01	金沢文庫本九方便	108	38	大	大	大悲	大悲			1								r5		093U3：069		T2713_.84.0831c10
30-039-01	金沢文庫本九方便	109	39	我	我	我由	我由			1		上濁	上濁＊					e1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	110	39	由	由	我由	我由			2			上濁＊					e'1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	111	40	無	無	無明	無明			1		平濁	平濁平濁					ffr1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	112	40	明	明	無明	無明			2		平濁	平濁平濁					e5		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	113	41	所	所	所積集	所積集			1								f1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	114	41	積	積	所積集	所積集			2								e'1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	115	41	集	集	所積集	所積集			3								ffr1_		093U4：070		T2713_.84.0831c11
30-039-01	金沢文庫本九方便	116	42	身	身	身口意業	身口意業			1			＊＊＊入濁					f1_		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	117	42	口	口	身口意業	身口意業			2			＊＊＊入濁					e'1_		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	118	42	意	意	身口意業	身口意業			3			＊＊＊入濁					ffr1_		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	119	42	業	業	身口意業	身口意業			4		入濁	＊＊＊入濁					e5		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	120	43	造	造	造衆罪	造衆罪			1								r'5		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	121	43	衆	衆	造衆罪	造衆罪			2								fff1_		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	122	43	罪	罪	造衆罪	造衆罪			3								r4		093U4：070		T2713_.84.0832a01
30-039-01	金沢文庫本九方便	123	44	貪	貪	貪慾	貪慾			1								f5		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	124	44	慾	慾	貪慾	貪慾			2								r5		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	125	45	恚	恚	恚癡	恚癡			1								ffr1_		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	126	45	癡	癡	恚癡	恚癡			2								ff5		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	127	46	覆	覆	覆心故	覆心故			1								r'5		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	128	46	心	心	覆心故	覆心故			2								fff1_		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	129	46	故	故	覆心故	覆心故			3								r4		093U5：071		T2713_.84.0832a02
30-039-01	金沢文庫本九方便	130	47	於	於	於佛	於佛			1								f5		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	131	47	佛	佛	於佛	於佛			2								f4		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	132	48	正	正	正法	正法			1								r4		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	133	48	法	法	正法	正法			2								e5		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	134	49	賢	賢	賢聖僧	賢聖僧			1								f5		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	135	49	聖	聖	賢聖僧	賢聖僧			2								r'5		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	136	49	僧	僧	賢聖僧	賢聖僧			3								f1_		093U5：071		T2713_.84.0832a03
30-039-01	金沢文庫本九方便	137	50	父	父	父母	父母			1			＊上濁					e1_		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	138	50	母	母	父母	父母			2		上濁	＊上濁					e'1_		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	139	51	二	二	二師	二師			1		去濁	去濁＊					r1_		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	140	51	師	師	二師	二師			2			去濁＊					ff1_		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	141	52	善	善	善知識	善知識			1								r'5		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	142	52	知	知	善知識	善知識			2								f1_		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	143	52	識	識	善知識	善知識			3								e5		093U6：072		T2713_.84.0832a04
30-039-01	金沢文庫本九方便	144	53	及	及	及以	及以			1								f5		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	145	53	以	以	及以	及以			2								e5		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	146	54	無	無	無量	無量			1		平濁	平濁＊					fr5		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	147	54	量	量	無量	無量			2			平濁＊					e5		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	148	55	衆	衆	衆生所	衆生所			1								f1_		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	149	55	生	生	衆生所	衆生所			2								f1_		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	150	55	所	所	衆生所	衆生所			3								fr5		093U6：072		T2713_.84.0832a05
30-039-01	金沢文庫本九方便	151	56	無	無	無始	無始			1		平濁	平濁＊					e1_		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	152	56	始	始	無始	無始			2			平濁＊					r1_		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	153	57	生	生	生死	生死			1								f1_		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	154	57	死	死	生死	生死			2								f5		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	155	58	流	流	流轉中	流轉中			1								f5		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	156	58	轉	轉	流轉中	流轉中			2								r'5		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	157	58	中	中	流轉中	流轉中			3								f1_		093U7：073		T2713_.84.0832a06
30-039-01	金沢文庫本九方便	158	59	具	具	具造	具造			1								fr5		093U7：073		T2713_.84.0832a07
30-039-01	金沢文庫本九方便	159	59	造	造	具造	具造			2								e5		093U7：073		T2713_.84.0832a07
